BANK,IFSC,BRANCH,ADDRESS,CONTACT,CITY,DISTRICT,STATE
ANDHRA BANK,ANDB0002076,SINGAHALLI,"SERICULTURE CUM FARMERS CO OPERATIVE SOCIETY,SINGAHALLI,JALA HOBLI,BANGALORE NORTH 562129",0,BANGALORE,SINGAHALLI,KARNATAKA
ANDHRA BANK,ANDB0002077,ANNAMAYYA CIRCLE,"UNIT NO.546,DR SRIDHAR KRISHNA TOWERS,ANNAMAYYA CIRCLE,NELLORE 524001",8612327302,NELLORE,NELLORE,ANDHRA PRADESH
ANDHRA BANK,ANDB0002078,MADHUBANI,"MADHUBANI BR,GANDHI BAZAR,MAIN ROAD,MADHUBANI,BIHAR-847211",6276222110,MADHUBANI,MADHUBANI,BIHAR
ANDHRA BANK,ANDB0002079,SATARA,"G.FLOOR,PLOT NO.39,KARAM VEER HOUSING SOCIETY,NEW RADHIKA ROAD,SATARA 415001",2230025,SATARA,SATARA,MAHARASHTRA
ANDHRA BANK,ANDB0002080,MEHSANA,"SACHI SQUARE,NEAR YOGESWAR HOTEL,RADHANPUR ROAD,MEHSANA 384002",0,MAHESANA,MAHESANA,GUJARAT
ANDHRA BANK,ANDB0002081,PORBANDAR,"OPP PARADISE FOUNTAIN CIRCLE,PORBANDAR,GUJARAT 360575",0,PORBANDAR,PORBANDAR,GUJARAT
ANDHRA BANK,ANDB0002082,SHIVASAGAR,"H C B ROAD,AMOLAPATTY,SIVASAGAR,ASSAM 785640",220096,SIBSAGAR,SIBSAGAR,ASSAM
ANDHRA BANK,ANDB0002083,SANDILA,"NO 362, WARD NO 10, SADAR BAZAR, SANDILA, DIST HANDOI,UTTAR PRADESH - 241204",0,HARDOI,HARDOI,UTTAR PRADESH
ANDHRA BANK,ANDB0002084,NARASIMHAPUR,"MAIN ROAD,SAKSHI WARD,NARSIMHAPUR,MADHYA PARADESH 487001",7792234505,NARSIMHAPUR,NARASIMHAPUR,MADHYA PRADESH
ANDHRA BANK,ANDB0002085,NIWARU ROAD,"A 22,RAMNESHPURI,KAILASH PATH,NIWARU ROAD,JHOTWARA,DT JAIPUR,RAJASTHAN 302012",2348563,JAIPUR,JATWARA,RAJASTHAN
ANDHRA BANK,ANDB0002086,MAYUR VIHAR PHASE III,"AGARWAL PLAZA,PLOT NO. 8,LSC-1,MIX HOUSING SCHEME,MAYUR VIHAR PHASE III,DELHI - 96",0,DELHI,DELHI,DELHI
ANDHRA BANK,ANDB0002087,ALAMPUR,"ALAMPUR BR,D.NO.19/52,RAJAKA SANGAM COMMUNITY HALL,ALAMPUR,MAHABUBNAGAR",8502241124,MAHBUBNAGAR,ALAMPUR,ANDHRA PRADESH
ANDHRA BANK,ANDB0002088,BALMOOR,"GRAM PANCHAYAT COMMUNITY HALL,BALMOOR MANDAL,MAHABOOBNAGAR DT,ANDHRA PRADESH 509401",7702137547,MAHBUBNAGAR,BALMOOR,ANDHRA PRADESH
ANDHRA BANK,ANDB0002089,GUNDAMPALLY,"H NO 1 171 VILL GUNDAMPALLY,DILAWARPUR MANDAL,ADILABAD DT,ANDHRA PRADESH 504306",8734222665,ADILABAD,GUNDAMPALLY,ANDHRA PRADESH
ANDHRA BANK,ANDB0002090,KOTHAKONDA,"HNO 6 91 MAIN ROAD,KOTHAKONDA,BHEEMADEVARA PALLY MANDAL,KARIMNAGAR",0,KARIMNAGAR,HUSNABAD,ANDHRA PRADESH
ANDHRA BANK,ANDB0002091,BOATH,"D.NO 4 113 BY 3 BY 2,GOVT JUNIOR COLLEGE ROAD,NEAR BUS STAND,BOATH 504305",0,ADILABAD,BOATH,ANDHRA PRADESH
ANDHRA BANK,ANDB0002092,FAZILKA,"OPP GRAIN MARKET,ABOHAR ROAD,ARYA NAGAR,FAZILKA,PUNJAB 152123",9876918002,FEROZPUR,FAZILKA,PUNJAB
ANDHRA BANK,ANDB0002093,JAGDISHPUR,"VILL & PO JAGDISHPUR,TAHSIL CHAURI CHAURA,GORAKHPUR - 273002",9450958796,GORAKHPUR,JAGDISHPUR,UTTAR PRADESH
ANDHRA BANK,ANDB0002094,KHUTBHAR,"KHUTBHAR,KHAJNI DT,GORAKHPUR,UP-273212",9793308044,GORAKHPUR,KHUTBHAR,UTTAR PRADESH
ANDHRA BANK,ANDB0002095,KATSAHRA,"KATSAHRA VILLAGE,SAHJANWA TEHSIL,DT GORAKHPUR,UTTAR PRADESH-273209",9026254561,GORAKHPUR,KATSAHRA,UTTAR PRADESH
ANDHRA BANK,ANDB0002096,KPHB COLONY 9TH PHASE,"PLOT NO 135 6 TH PHASE KPHB COLONY,HYDERABAD",23468792,HYDERABAD,HYDERABAD,ANDHRA PRADESH
ANDHRA BANK,ANDB0002097,MUCHINTAL,"JIVA SRIRAMNAGAR MUCHINTAL,PALMAKOLE POST,SHAMSHABAD MANDAL R R DT",0,RANGAREDDY,SHAMSHABAD,ANDHRA PRADESH
ANDHRA BANK,ANDB0002098,THUMMALAGUNTA,"S V VETERINARY UNIVERSITY CAMPUS,THUMMALAGUNTA,TIRUPATHI 517502",8772247970,CHITTOOR,THUMMALAGUNTA,ANDHRA PRADESH
ANDHRA BANK,ANDB0002099,KOLLABYLU,"SRI SAI NILAYAM,2ND WARD,2 BY 250 12 3,RAMIREDDY LAYOUT,NEW MARKET YARD,MADANAPALLE,ANDHRA PRADESH",220774,CHITTOOR,KOLLABYLU,ANDHRA PRADESH
ANDHRA BANK,ANDB0002100,PORUMAMILLA,"9 194,PORUMAMILLA,YSR KADAPA DIST,ANDHRA PRADESH 516193",0,CUDDAPAH,PORUMAMILLA,ANDHRA PRADESH
ANDHRA BANK,ANDB0002101,MANASSERY,"KMCT AYURVEDA MAEDICAL COLLEGE AND HOSPITAL CAMPUS,MANASSERY P.O,DT.CALICUT,KERALA 673602",0,KOZHIKODE,CALICUT,KERALA
ANDHRA BANK,ANDB0002102,BALASAMUDRAM KOKKANTI CROSS,"KOKKANTI CROSS,BALASAMUDRAM POST,THANAKALLU MANDAL,KADIRI TALUK,ANANTHAPUR DT,AP 515571",0,ANANTAPUR,KOKKANTI CROSS,ANDHRA PRADESH
ANDHRA BANK,ANDB0002103,LAKSHMIPURAM,"LAKSHMIPURAM BR,KALLUR MANDAL,KURNOOL DT,AP 518218",8518287522,ANANTAPUR,LAKSHMIPURAM,ANDHRA PRADESH
ANDHRA BANK,ANDB0002104,PATHANKOT,"VARUN COMPLEX,M C COLONY CHOWK,COLLEGE ROAD,PATHANKOT,PUNJAB 145001",8307844355,GURDASPUR,PATHANKOT,PUNJAB
ANDHRA BANK,ANDB0002105,PRATAP VIHAR,"8 BY 4,F BLOCK,SECTOR II,PRATAP VIHAR,GHAZIABAD 201009",0,GHAZIABAD,GHAZIABAD,UTTAR PRADESH
ANDHRA BANK,ANDB0002106,GOPALPURA,"RUDRA TOWER,B-293,SCHEMENO10B,OPP INDIAN OIL PETROL PUMP,GOPALPURA BYEPASS,JAIPUR-302018",0,JAIPUR,JAIPUR,RAJASTHAN
ANDHRA BANK,ANDB0002107,D POLAVARAM,"MAIN ROAD, D.POLAVARAM,TUNI MANDAL,EAST GODAVARI DT,A.P-533401",8854273030,EAST GODAVARI,D POLAVARAM,ANDHRA PRADESH
ANDHRA BANK,ANDB0002108,BOKARO STEEL CITY SECTOR 4,"E5 CITY CENTRE,SECTOR 4 BOKARO STEEL CITY,JHARKHAND 827004",2233155,BOKARO,BOKARO,JHARKHAND
ANDHRA BANK,ANDB0002109,PEDA MERANGI,"D.NO.3 90,MAIN ROAD,PEDAMERANGI JUNCTION,JIYAMMAVALASA MANDAL,VIJAYANAGARAM 535527",8963225011,VIZIANAGARAM,PEDA MERANGI,ANDHRA PRADESH
ANDHRA BANK,ANDB0002110,KANAKPURA,"NO223,1ST FLOOR,SRI MAHALINGESWARA COMPLEX,BUDIKERE ROAD,KANAKAPURA",9916456722,BANGALORE RURAL,KANAKPURA,KARNATAKA
ANDHRA BANK,ANDB0002111,ARASAVALLI,KALINGA ROAD ARASAVALLI SRIKAKULAM DIST 532401,8942228866,SRIKAKULAM,SRIKAKULAM,ANDHRA PRADESH
ANDHRA BANK,ANDB0002112,BARUVA,"DNO 7 1 22,H BY O M GURUMURTHY,MAIN ROAD,BARUVA,SRIKAKULAM 532263",8947235040,SRIKAKULAM,BARUVA,ANDHRA PRADESH
ANDHRA BANK,ANDB0002113,TIRUTTANI,"OLD MADRAS ROAD,NEAR KAMALA THEATRE,TIRUTTANI,THIRUVALLUR 631209",0,THIRUVALLUR,TIRUTTANI,TAMIL NADU
ANDHRA BANK,ANDB0002114,AUTONAGAR GUNTUR,"8 24 28,PARAMAYAKUNTA,NEAR KANAKADURGA TEMPLE,MAGALAGIRI ROAD,GUNTUR 522001",2355998,GUNTUR,GUNTUR,ANDHRA PRADESH
ANDHRA BANK,ANDB0002115,UTHUKOTTAI,"BALAJI COMPLEX,D.NO.82,NAGALALPURAM ROAD,UTHUKOTTAI,TIRUVALLUR 602026",0,THIRUVALLUR,UTHUKOTTAI,TAMIL NADU
ANDHRA BANK,ANDB0002116,KANKSA,"DUTTA BUILDING HAT TALA,KANKSA,PANAGARH BAZAR,WEST BENGAL",2528180,BARDDHAMAN,PANAGARH,WEST BENGAL
ANDHRA BANK,ANDB0002117,PATULIA,OLD CALCUTTA ROAD PANCHAYAT MORE PO PATULIA DT NORTH 24 PARAGANAS NORTH WEST BENGAL 700119,5457770,NORTH  PARAGANAS,PATULIA,WEST BENGAL
ANDHRA BANK,ANDB0002118,ULAVAPADU,"6 136,BESIDE OLD SBI BUILDING,KRISHNA NAGAR,ULAVAPADU,PRAKASAM DT,AP",8599251288,PRAKASAM,ULAVAPADU,ANDHRA PRADESH
ANDHRA BANK,ANDB0002119,MEDARIPET,"HNO 1 8 BY 1 BY 1,NEAR BUS STAND,MAIN ROAD,LUXETTIPET,DANDEPALLY MANDAL,ADILABAD",966760603,ADILABAD,MEDARIPET,ANDHRA PRADESH
ANDHRA BANK,ANDB0002120,B C ROAD,12 60 SITARAMNAGAR B C ROAD NEW GAJUWAKA VISAKHAPATNAM,2540785,VISHAKHAPATNAM,GAJUWAKA,ANDHRA PRADESH
ANDHRA BANK,ANDB0002121,H B COLONY,"DNO 55 2 2 5,H B COLONY ROAD,OLD VENKAJIPALEM,VISAKHAPATNAM 530022",8912546725,VISHAKHAPATNAM,VISAKHAPATNAM,ANDHRA PRADESH
ANDHRA BANK,ANDB0002122,PURITIPENTA,"D.NO.5 852,GOVT COLLEGE ROAD,PURITIPENTA,GAJAPATHINAGARAM M,VIZIANAGARAM DT 535270",8965284287,VIZIANAGARAM,GAJAPATINAGARAM,ANDHRA PRADESH
ANDHRA BANK,ANDB0002123,PEDAKOMIRA THOTAMULA,"AMMIREDDY GUDEM POST,GAMPALAGUDEM MANDAL,KRISHNA DT 521403",8673274322,KRISHNA,GAMPALAGUDEM,ANDHRA PRADESH
ANDHRA BANK,ANDB0002124,BAGHAUCH,BAGHAUCH GHAT DIST DEORIA UP 274404,8416806078,DEORIA,DEORIA,UTTAR PRADESH
ANDHRA BANK,ANDB0002126,NANNUR,"DNO 1 BY 50,H BY O SHERKHAN,ORVAKAL MANDAL,KURNOOL 518002",8518238422,KURNOOL,NANNUR,ANDHRA PRADESH
ANDHRA BANK,ANDB0002127,BALAYYA SASTRY LAYOUT,4959941BALAJI HILLSBALAYYA SASTRY LAYOUTVISAKHAPATNAM530013,2546730,VISHAKHAPATNAM,VISAKHAPATNAM,ANDHRA PRADESH
ANDHRA BANK,ANDB0002128,VELLAVEDU,"OPP TO VELLAVEDU POLICE STATION,VELLAVEDU POST",9445171090,THIRUVALLUR,POONAMALLE,TAMIL NADU
ANDHRA BANK,ANDB0002129,BAPUJINAGAR,"SURVEY NO 92,DUBAI GATE,HASMATPET ROAD,OLD BOWENPALLY,SECUNDERABAD 500011",23468646,HYDERABAD,SECUNDERABAD,ANDHRA PRADESH
ANDHRA BANK,ANDB0002130,ANANDNAGAR COLONY,SURVEY NO 42 GIRI PRASAD BHAVAN GSI POST OPP RAJEEV SWAGRUHA COMPLEX BANDLAGUDA HYDERABAD 500066,7702007393,RANGAREDDY,L B NAGAR,ANDHRA PRADESH
ANDHRA BANK,ANDB0002131,ANNAPOORNESWARINAGAR,"NO.2,SRI KAMALA,60 ROAD,11TH CROSS,ANNAPOORNESWARI NAGAR,BANGALORE 560091",0,BANGALORE URBAN,BANGALORE,KARNATAKA
ANDHRA BANK,ANDB0002132,KHANAPUR,"SYNO183,H.NO 18 143 BY A,VIDYANAGAR,KHANAPUR V 504203",8730273050,ADILABAD,KHANAPUR,ANDHRA PRADESH
ANDHRA BANK,ANDB0002133,BARPALI,"SHYAMA CHOWK,AT P BY O BARPALI,BARGARH DT,ODISHA 768029",6256623,BARGARH,BARPALI,ODISHA
ANDHRA BANK,ANDB0002134,SAHADA,"LALAZI BAZAR,AT PO SAHADA,VIA SABRANG,BHADRAK DT,ODISHA 756123",8984241306,BHADRAK,BHADRAK,ODISHA
ANDHRA BANK,ANDB0002135,KURADHAMAL,"AT KURADHAMAL,DALZIPUT PO,KHURDA DT 752056",5243333,KHURDA,KURADHAMAL,ODISHA
ANDHRA BANK,ANDB0002136,MANIPUR,"AT P BY O MANIPUR,VIA GOVINDPUR,DHENKANAL DT 759027",9437799595,DHENKANAL,MANIPUR,ODISHA
ANDHRA BANK,ANDB0002137,S DUMBERPALI,"AT P BY O S DUMPERPALI,VIA BIEPUR,DIST BARGARH,ODISHA 768032",7377051200,BARGARH,BARGARH,ODISHA
ANDHRA BANK,ANDB0002138,KATAPALI,"AT PO KATAPALLI,VIA BIJEPUR PS,BARPALI,BARGARH DT,ODISHA 768032",9439913149,BARGARH,BARPALI,ODISHA
ANDHRA BANK,ANDB0002139,KRUSHNAPRASAD GARH,"AT KRUSHNAPRASAD GARH,VIA PARIKUD,DIST PURI,ORISSA 752011",6215123,CUTTACK,KRISHNAPRASAD,ODISHA
ANDHRA BANK,ANDB0002140,CHINTALAPADU,"4 180,PEDDABHAVI CENTRE MAIN ROAD,CHINTALAPADU 521183",8678281666,KRISHNA,CHINTALAPADU,ANDHRA PRADESH
ANDHRA BANK,ANDB0002141,KONDAMALLEPALLY,"HON5 94,LAXMI COMPLEX,DEVARAKONDA ROAD,KONDAMALLELPALLY",8691222444,NALGONDA,KONDAMALLEPALLY,ANDHRA PRADESH
ANDHRA BANK,ANDB0002142,MEDINIPUR,KERANITOLA MEDINIPUR TOWN PLOT NO 19 SLNO 173 WARD NO 10 PASCHIM MEDINIPUR WEST BENGAL 721101,265525,MEDINIPUR,MEDINIPUR,WEST BENGAL
ANDHRA BANK,ANDB0002143,THONDA THIRUMALAGIRI,"JANGAON ROAD,THONDA THIRUMALAGIRI 508223",8693243444,NALGONDA,THIRUMALAGIRI,ANDHRA PRADESH
ANDHRA BANK,ANDB0002144,PAPANAIDUPET,"DNO 1 68 1,MUSLEEM STREET,PAPANAIDUPET,YERPEDU MANDAL,CHITTOOR",8578288800,CHITTOOR,PAPANAIDUPET,ANDHRA PRADESH
ANDHRA BANK,ANDB0002145,DIMMAGUDI,GRAM PANCHAYATI COMMUNITY HALL DIMMAGUDI VILL,9440342954,ANANTAPUR,KURNOOL,ANDHRA PRADESH
ANDHRA BANK,ANDB0002146,ROTARY NAGAR,"HNO 4 2 118 BY 1,OPP TO ELECTRICAL SUBSTATION,WYRA ROAD,KHAMMAM",2237595,KHAMMAM,KHAMMAM,ANDHRA PRADESH
ANDHRA BANK,ANDB0002147,SHAYAMPET,"H.NO1 7 895,SHAYAMPET,HUNTER ROAD,HANAMKONDA",8702505363,WARANGAL,SHAYAMPET,ANDHRA PRADESH
ANDHRA BANK,ANDB0002148,NAGUNUR,"4 58 A AND B,ADJ TO PRATHIMA MEDICAL COLLEGE,NAGUNUR,KARIMNAGAR,AP 505417",9390809539,KARIMNAGAR,KARIMNAGAR,ANDHRA PRADESH
ANDHRA BANK,ANDB0002149,HASTHINAPURAM,"NO.98,RAJENDRA PRASAD ROAD,HASTHINAPURAM,CHROMPET,DIST KANCHEEPURAM,TAMIL NADU 600044",27928083,KANCHEEPURAM,TAMBARAM,TAMIL NADU
ANDHRA BANK,ANDB0002150,HEBBAL,"NO.3,DASARAHALLI MAIN ROAD,HEBBAL,KEMPAPURA,BANGALORE 560024",0,BANGALORE URBAN,BANGALORE,KARNATAKA
ANDHRA BANK,ANDB0002151,MORBAGULA,DNO 130MORBAGULA VILLAGEGUDIBANDA MANDALANANTAPUR DT515286,9490132124,ANANTAPUR,GUDIBANDA,ANDHRA PRADESH
ANDHRA BANK,ANDB0002152,RAI BARELI ROAD LUCKNOW,"SAI TOWER,SHANTI PURAM,SAI VIHAR,RAI BARELI ROAD,LUCKNOW",7499133022,LUCKNOW,LUCKNOW,UTTAR PRADESH
ANDHRA BANK,ANDB0002153,ASHIYANA,"BLOCK A,103,ASHIYANA,LUCKNOW 226012",7607132254,LUCKNOW,ASHIYANA,UTTAR PRADESH
ANDHRA BANK,ANDB0002154,KALYANPUR,"PLOT NO 15,SQUARE TOWER,KANCHAN BHARTI MARG,KALYANPUR,LUCKNOW 226022",7860686216,LUCKNOW,KALYANPUR,UTTAR PRADESH
ANDHRA BANK,ANDB0002155,HEWITT ROAD,"SHRI VIMAL PLAZA,50 SHIVAJI MARG,HEWITT ROAD,LUCKNOW,UP 226018",9838168760,LUCKNOW,HEWITT ROAD,UTTAR PRADESH
ANDHRA BANK,ANDB0002156,BARRA,"621 BY 39,LILIKAPA BARRA,KANPUR,UP 208027",2235790,KANPUR,BARRA,UTTAR PRADESH
ANDHRA BANK,ANDB0002157,BASTI,"1029,RAMESHWAR PURI COMPANY BOGH,JAI SHAKTI MARKET,BASTI,U.P 272001",714923,BASTI,BASTI,UTTAR PRADESH
ANDHRA BANK,ANDB0002158,CHANDAMPET,"MPDO OFFICE,CHANDAMPETA,NALGONDA DT,AP",8374718120,NALGONDA,CHANDAMPET,ANDHRA PRADESH
ANDHRA BANK,ANDB0002159,HADAPSAR,"G FLOOR,SHOP NO.2,7,8,FORTUNE ESTATE,NEAR AKASHWANI,HADAPSAR,PUNE 411028",8898689319,PUNE,HADAPSAR,MAHARASHTRA
ANDHRA BANK,ANDB0002160,VALSAD,"G.FLOOR,SHOP NO 3 TO 7,PALAK ARCADE,SHANTI NAGAR,THITHAL ROAD,VALSAD,GUJARAT 396001",9510628282,VALSAD,BULSAR,GUJARAT
ANDHRA BANK,ANDB0002161,V S S NAGAR,"VSS NAGAR,CM 26,V S S NAGAR,BHUBANESWAR,ODISHA 751007",9778134754,KHURDA,BHUBANESWAR,ODISHA
ANDHRA BANK,ANDB0002162,TANKAPANI ROAD,BISWANATH PLAZA TANKAPANI ROAD BHUBANESWAR 751018,2434133,KHURDA,BHUBANESWAR,ODISHA
ANDHRA BANK,ANDB0002163,MAMIDIPALLY,SYMBIOSIS INTERNATIONAL UNIVERSITYKOTHUR MANDALMAHABUBNAGAR DTANDHRA PRADESH509217,9866043443,MAHBUBNAGAR,KOTHUR,ANDHRA PRADESH
ANDHRA BANK,ANDB0002164,RELLIVALASA,"RAJA VEEDHI,RELLI VALASA,PUSAPATI RAGA M,VIZIANAGARAM 535204",8922258823,VIZIANAGARAM,VIZIANAGARAM,ANDHRA PRADESH
ANDHRA BANK,ANDB0002165,PEDATADIVADA,NATAVALASA ROAD PEDATADIVADA VIZIANAGARAM AP 535006,8897242886,VIZIANAGARAM,VIZIANAGARAM,ANDHRA PRADESH
ANDHRA BANK,ANDB0002166,SINNAR,"SINNAR BUS TERMINAL,SHOP NO 5 TO 9,NINNAR,NASHIK,422103",1220715,NASIK,SINNAR,MAHARASHTRA
ANDHRA BANK,ANDB0002167,RYTHUPET,"DNO 10 22 BY 23,CM ROAD,NR GEETA MANDIR,NANDIGAMA,AP 521185",279779,KRISHNA,NANDIGAMA,ANDHRA PRADESH
ANDHRA BANK,ANDB0002168,PALLIPPATTU,"NO.27,MAIN ROAD,PALLIPATTU,THIRUVALLUR DT,TAMIL NADU 631207",9003104428,THIRUVALLUR,THIRUVALLUR,TAMIL NADU
ANDHRA BANK,ANDB0002169,NAMAKKAL,"NO6 BY 1168,PARAMATHI ROAD,NAMAKKAL,TAMIL NADU 637001",8754223238,NAMAKKAL,NAMAKKAL,TAMIL NADU
ANDHRA BANK,ANDB0002170,GARLADINNE,"DAM CIRCLE,MAIN ROAD,GARLADINNE,ANANTHAPURAM DIST",286655,ANANTAPUR,ANANTAPUR,ANDHRA PRADESH
ANDHRA BANK,ANDB0002171,BHABINIPUR,"BHABINIPUR BR,SIDARTH NAGAR SQUARE,BHABINIPUR MAIN ROAD,ORISSA",9937017483,GANJAM,BHABINIPUR,ODISHA
ANDHRA BANK,ANDB0002172,MALKANGIRI,AT CHIDANANDA STREET MALKANGIRI DIST MALKANGIRI ODISHA 764045,9437206636,MALKANGIRI,MALKANGIRI,ODISHA
ANDHRA BANK,ANDB0002173,TANGELLAMUDI,16B 11 1 PUSHPA LEELA NAGAR TANGELLAMUDI ELURU W G DT 534005,221167,WEST GODAVARI,ELURU,ANDHRA PRADESH
ANDHRA BANK,ANDB0002174,DEVARAPALLI,MAIN ROAD NEAR 3 ROAD JUNCTION DEVARAPALLI ANDHRA PRADESH,273100,WEST GODAVARI,DEVARAPALLI,ANDHRA PRADESH
ANDHRA BANK,ANDB0002175,TEACHERS COLONY,PLOT NO 49 SIRVI MANSION GUN ROCK SECUNDERABAD 500015,9492922539,HYDERABAD,SECUNDERABAD,ANDHRA PRADESH
ANDHRA BANK,ANDB0002176,MARUTHI NAGAR,HNO 1 5 966 2 L V TOWERS MARUTHI NAGAR CHAITANYAPURI KOTHAPET HYDERABAD 500060,9959355826,HYDERABAD,HYDERABAD,ANDHRA PRADESH
ANDHRA BANK,ANDB0002177,GHARAUNDA,"MANDI MANI RAM,GT ROAD,GHARAUNDA,KARNAL,HARYANA 132114",7417826800,KARNAL,GHARAUNDA,HARYANA
ANDHRA BANK,ANDB0002178,BIJA,"SAMRALA ROAD,BIJA,LUDHIANA DT,PUNJAB 141412",8146283844,LUDHIANA,BIJA,PUNJAB
ANDHRA BANK,ANDB0002179,HALALPUR,"OPP HOSPITAL,VIL HALALPUR,SONIPAT DT,HARYANA 131103",9355372244,SONIPAT,HALALPUR,HARYANA
ANDHRA BANK,ANDB0002180,BILASPUR,"9B,MAIN MARKET,BILASPUR,HIMACHAL PRADESH 174001",8699840685,BILASPUR,BILASPUR,HIMACHAL PRADESH
ANDHRA BANK,ANDB0002181,MULLANPUR,"VPO MULLANPUR,GARIBDASS MAIN ROAD,ROOPNAGAR,MOHALI DT,PUNJAB 140901",8729038512,RUPNAGAR,MULLANPUR,PUNJAB
ANDHRA BANK,ANDB0002182,BARAUDI,"BLOCK MAJRI,TEHSIL KHARAR,BADDI KURALI ROAD,VPO BARAUDI,MOHALI,PUNJAB",9023679036,RUPNAGAR,BARAUDI,PUNJAB
ANDHRA BANK,ANDB0002183,GOBINDGARH,"GT ROAD,SIRHIND SIDE,MANDI GOBINDGARH,ROOPNAGAR DT,PUNJAB 147301",9041487217,FATEHGARH SAHIB,GOBINDGARH,PUNJAB
ANDHRA BANK,ANDB0002184,FATEHGARH SAHIB,"BAJWA COMPLEX,PREET VIHAR,BASSI ROAD,SIRHIND,FATEHGARH SAHIB 140406,PUNJAB",8591315545,FATEHGARH SAHIB,FATEHGARH SAHIB,PUNJAB
ANDHRA BANK,ANDB0002185,AMBALA CITY,"266A,SHASTRI NAGAR,OPP NEW GRAIN MARKET,HISAR ROAD,AMBALA CITY,HARYANA 134003",9355229382,AMBALA,AMBALA,HARYANA
ANDHRA BANK,ANDB0002186,SAMANA,"TEHSIL ROAD,NEW BUS STAND,SAMANA PATIALA DT,PUNJAB 147101",9728170811,PATIALA,SAMANA,PUNJAB
ANDHRA BANK,ANDB0002187,JHARSA,"BUILDING NO 16,HOUSING BOARD COLONY,JHARSA ROAD,GURGAON",7428881310,GURGAON,JHARSA,HARYANA
ANDHRA BANK,ANDB0002188,SHALIMAR BAGH,"NS 3,AD BLOCK,SHALIMAR BAGH,NEW DELHI,110088",9929098484,DELHI,DELHI,DELHI
ANDHRA BANK,ANDB0002189,CHAK 4 ML NEEMAVALI,"NO.047,HOME LAND CITY,NH15 BY 62,SURATGARH,SRIGANGANAGAR,RAJASTHAN",9166169698,GANGANAGAR,GANGANAGAR,RAJASTHAN
ANDHRA BANK,ANDB0002190,THIKARIYA,"THIKARIYA VILLAGE,MAIN ROAD,AJMER ROAD,JAIPUR",7726988572,JAIPUR,JAIPUR,RAJASTHAN
ANDHRA BANK,ANDB0002191,MHOW CONTONMENT,1 VIKRAM NAGAR KISHANGANJ MHOW MADHYA PRADESH 453441,9827441103,INDORE,MHOW,MADHYA PRADESH
ANDHRA BANK,ANDB0002192,MAHENDRA HILLS,"PLOT NO 8,ROAD NO 5,THRIMURTHY COLONY,MAHENDRA HILLS,EAST MAREDPALLY,SECUNDERABAD",9705707115,HYDERABAD,HYDERABAD,ANDHRA PRADESH
ANDHRA BANK,ANDB0002193,MINISTER ROAD,CO KIMS 1 8 311 MINISTER ROAD SECUNDERABAD 500003,9246288161,HYDERABAD,SECUNDERABAD,ANDHRA PRADESH
ANDHRA BANK,ANDB0002194,ANKUPALEM,"DNO6 95,OPP GOVT.HIGH SCHOOL,MAIN ROAD,ANKUPALEM,CHODAVARAM M,VISAKHA DT,AP 531036",9440288830,VISHAKHAPATNAM,VISAKHAPATNAM,ANDHRA PRADESH
ANDHRA BANK,ANDB0002195,SHIVAJIPALEM,"OPP.SHIVAJI PARK,VISAKHAPATNAM,AP",2546729,VISHAKHAPATNAM,VISAKHAPATNAM,ANDHRA PRADESH
ANDHRA BANK,ANDB0002196,KARATAGI,"PLOT NO 9 TO 11,6TH WARD,R G MAIN ROAD,KARATAGI GANGAVATHI TALUK,KOPPAL DT,KARNATAKA 583229",0,KOPPAL,KARATGI,KARNATAKA
ANDHRA BANK,ANDB0002197,JP NAGAR MYSORE,"NO.193,B BLOCK,JP NAGAR,MYSORE DT,KARNATAKA 570008",0,MYSORE,MYSORE,KARNATAKA
ANDHRA BANK,ANDB0002198,CHOWK,AAROHI TRADE CENTRE CHOWK LUCKNOW,2253993,LUCKNOW,LUCKNOW,UTTAR PRADESH
ANDHRA BANK,ANDB0002199,ABLOCK INDIRANAGAR,A153S BLOCK A INDIRA NAGAR LUCKNOW 226012,9621238076,LUCKNOW,LUCKNOW,UTTAR PRADESH
ANDHRA BANK,ANDB0002200,VIJAY NAGAR,151 A UTHARI CHOWK MR 4 ROAD VIJAY NAGAR JABALPUR MP,9893313668,JABALPUR,JABALPUR,MADHYA PRADESH
ANDHRA BANK,ANDB0002201,USHA NAGAR INDORE,"6,DRAVID NAGAR,RANJEET HANUMAN MAIN ROAD,INDORE,M.P",7312380968,INDORE,INDORE,MADHYA PRADESH
ANDHRA BANK,ANDB0002202,SAPNA SANGEETA,"G 1,G 2 GOLD COIN PLAZA,324 DHANWAR RUWAN MAIN ROAD,INDORE,M P",9312469968,INDORE,INDORE,MADHYA PRADESH
ANDHRA BANK,ANDB0002203,SHAHPURA BHOPAL,"PLOT NO.23 AND 24,CHANDRIKA HOUSING SOCIETY,BAWADIYA KALAN MAIN ROAD,SHAHPURA,BHOPAL,M.P 462039",8827796361,BHOPAL,BHOPAL,MADHYA PRADESH
ANDHRA BANK,ANDB0002204,CITY CENTRE GWALIOR,BUSINESS CENTRE NEAR INCOME TAX OFFICE KAILASH VIHAR CITY CENTRE GWALIOR,8982380400,GWALIOR,GWALIOR,MADHYA PRADESH
ANDHRA BANK,ANDB0002205,BADSHAPUR,"OPP RADHA KRISHNA MANDIR,SOHNA ROAD,BADSHAPUR,GURGAON",9873978972,GURGAON,BADSHAHPUR,HARYANA
